"CustomerID","loan_amnt","funded_amnt","term","int_rate","installment","grade","sub_grade","emp_title","emp_length","home_ownership","annual_inc","verification_status","purpose","zip_code","addr_state"
"C900004089","4000","4000","36 months","10.74%","130.47","B","B4","","n/a","RENT","34800","VERIFIED - income","debt_consolidation","662xx","KS"
"C900008535","10600","10600","36 months","12.99%","357.11","C","C1","Whitechapel Gallery","4 years","RENT","65600","not verified","credit_card","919xx","CA"
"C900009829","35000","35000","36 months","10.99%","1145.69","B","B3","Abbott Labs","3 years","RENT","82000","VERIFIED - income","small_business","606xx","IL"
"C900005445","25600","25600","36 months","9.91%","824.96","B","B1","City of Santa Monica","9 years","RENT","110000","VERIFIED - income","credit_card","913xx","CA"
"C900007064","11000","11000","36 months","16.77%","390.93","D","D2","jetBlue Airways","3 years","RENT","125000","VERIFIED - income source","debt_consolidation","117xx","NY"
"C900009980","5000","5000","36 months","6.62%","153.52","A","A2","Accenture","< 1 year","MORTGAGE","78000","VERIFIED - income","home_improvement","027xx","MA"
"C900006519","6500","6500","36 months","14.61%","224.09","D","D1","Carey International","10+ years","RENT","125000","not verified","major_purchase","217xx","MD"
"C900004839","8400","8400","36 months","11.48%","276.94","B","B2","Valley Learning Center","9 years","RENT","28000","not verified","car","853xx","AZ"
"C900003417","7725","7725","36 months","8.94%","245.44","A","A5","University of Pennsylvania","< 1 year","RENT","48000","not verified","other","191xx","PA"
"C900006275","20000","20000","36 months","11.48%","659.37","B","B2","HMFP at BIDMC","5 years","MORTGAGE","2e+05","not verified","home_improvement","024xx","MA"
"C900009320","9250","9250","36 months","12.87%","311.11","C","C1","WIL Research Laboratories","1 year","RENT","27456","not verified","debt_consolidation","448xx","OH"
"C900007483","8000","8000","36 months","11.83%","265.08","B","B3","Dow Jones & Co","10+ years","RENT","55000","not verified","other","085xx","NJ"
"C900006302","3000","3000","36 months","6.03%","91.31","A","A1","","n/a","MORTGAGE","90000","VERIFIED - income","debt_consolidation","117xx","NY"
"C900009581","8000","8000","36 months","10.36%","259.5","B","B5","Jenny Craig","10+ years","MORTGAGE","90000","not verified","small_business","038xx","NH"
"C900006095","25000","25000","36 months","7.90%","782.26","A","A4","Multivision Inc","5 years","MORTGAGE","90000","VERIFIED - income","home_improvement","207xx","MD"
"C900004399","2100","2100","36 months","12.53%","70.28","B","B5","Frito Lay","9 years","MORTGAGE","68000","not verified","debt_consolidation","301xx","GA"
"C900007040","13000","13000","36 months","7.29%","403.13","A","A4","Verizon California Inc.","6 years","RENT","87000","VERIFIED - income","debt_consolidation","917xx","CA"
"C900004599","10625","10625","36 months","6.62%","326.23","A","A2","Winslow Animal Clinic","4 years","RENT","33000","VERIFIED - income","debt_consolidation","983xx","WA"
"C900009843","9000","9000","36 months","7.90%","281.62","A","A4","Advanced America","6 years","RENT","26785","VERIFIED - income source","medical","665xx","KS"
"C900006141","3000","3000","36 months","9.96%","96.75","B","B5","BAE Systems","2 years","RENT","62000","not verified","wedding","201xx","VA"
"C900009067","13800","13800","36 months","10.99%","451.73","B","B3","Pearson Education","4 years","MORTGAGE","75000","not verified","debt_consolidation","958xx","CA"
"C900007815","17000","17000","60 months","14.91%","403.63","D","D2","Bob Barker Company","6 years","RENT","60000","VERIFIED - income source","debt_consolidation","276xx","NC"
"C900000293","8000","8000","36 months","14.11%","273.84","D","D1","ING","2 years","RENT","37000","VERIFIED - income source","major_purchase","010xx","MA"
"C900007278","14000","14000","36 months","6.54%","429.35","A","A4","Compass Group","< 1 year","MORTGAGE","42000","VERIFIED - income","small_business","335xx","FL"
"C900001026","10000","10000","36 months","13.49%","339.31","C","C1","USPOSTALSERVICE","10+ years","MORTGAGE","50000","VERIFIED - income source","other","907xx","CA"
"C900008680","20000","20000","60 months","15.95%","485.83","D","D4","ActioNet, Inc.","5 years","MORTGAGE","80000","VERIFIED - income","debt_consolidation","221xx","VA"
"C900000644","25000","25000","36 months","16.15%","880.78","F","F3","Newport-Mesa Unified School District","6 years","MORTGAGE","113000","not verified","debt_consolidation","926xx","CA"
"C900000463","3500","3500","36 months","8.00%","109.68","A","A3","","< 1 year","MORTGAGE","30000","not verified","debt_consolidation","605xx","IL"
"C900003670","5200","5200","60 months","12.99%","118.29","C","C1","The Marketing Division","1 year","RENT","47500","not verified","credit_card","073xx","NJ"
"C900000941","20000","20000","36 months","10.37%","648.83","B","B3","Koinonia Foster Homes, Inc.","10+ years","MORTGAGE","120000","VERIFIED - income","credit_card","895xx","NV"
"C900000582","15900","15900","36 months","13.04%","536.05","C","C5","ING DIRECT","10+ years","RENT","72000","VERIFIED - income","debt_consolidation","906xx","CA"
"C900000658","10000","10000","36 months","13.23%","338.05","C","C1","Kiewit Construction","4 years","RENT","92652","not verified","other","076xx","NJ"
"C900007425","5500","5500","36 months","10.25%","178.12","B","B2","Merck","6 years","MORTGAGE","90000","VERIFIED - income","debt_consolidation","786xx","TX"
"C900008896","5000","5000","36 months","9.32%","159.74","A","A4","Pioneer Landscape  and  Asphalt","< 1 year","MORTGAGE","119604","not verified","home_improvement","117xx","NY"
"C900002807","16000","16000","36 months","13.22%","540.81","C","C2","NB Handy","1 year","MORTGAGE","80689.8","not verified","credit_card","305xx","GA"
"C900001220","10000","10000","60 months","16.02%","243.29","D","D5","Black Diamond Gymnastics","10+ years","RENT","43000","VERIFIED - income","credit_card","840xx","UT"
"C900005214","4800","4800","36 months","14.65%","165.58","C","C3","Best Buy","2 years","RENT","14400","VERIFIED - income","car","953xx","CA"
"C900005267","12000","12000","36 months","12.23%","399.9","C","C1","southwyck golf club - century golf","7 years","RENT","62500","not verified","debt_consolidation","774xx","TX"
"C900004248","4000","4000","60 months","11.71%","88.4","B","B3","Off-Grid Electric","3 years","RENT","42000","not verified","car","185xx","PA"
"C900005830","8000","8000","36 months","13.23%","270.44","C","C1","Department of State/USAID","2 years","MORTGAGE","180000","VERIFIED - income source","other","346xx","FL"
"C900003313","21000","21000","36 months","14.26%","720.43","C","C5","","10+ years","OWN","120000","not verified","home_improvement","024xx","MA"
"C900001660","12000","12000","36 months","5.79%","363.93","A","A2","Rochester General Hospital","3 years","MORTGAGE","1e+05","VERIFIED - income","credit_card","145xx","NY"
"C900007769","7000","7000","36 months","7.14%","216.59","A","A3","swissport cargo services","10+ years","RENT","40000","VERIFIED - income source","debt_consolidation","112xx","NY"
"C900002093","8000","8000","36 months","10.37%","259.53","B","B3","L3 Stratis","3 years","MORTGAGE","120000","VERIFIED - income","small_business","201xx","VA"
"C900003242","6850","6850","36 months","6.54%","210.08","A","A4","Fidelity Investments","3 years","RENT","57000","VERIFIED - income source","credit_card","752xx","TX"
"C900008396","3150","3150","36 months","15.62%","110.16","D","D1","Strongbox Marketing Corp","< 1 year","RENT","72000","not verified","credit_card","900xx","CA"
"C900001473","16000","16000","36 months","14.54%","551.05","D","D1","Bernards","4 years","RENT","68500","VERIFIED - income source","debt_consolidation","917xx","CA"
"C900007398","2400","2400","36 months","14.09%","82.14","D","D1","Internetwork Expert  Inc.","3 years","RENT","44004","VERIFIED - income source","other","895xx","NV"
"C900008619","10000","10000","36 months","8.59%","316.11","A","A4","phil long ford","10+ years","RENT","36000","not verified","debt_consolidation","809xx","CO"
"C900004098","10000","10000","36 months","9.25%","319.17","B","B2","","n/a","MORTGAGE","33975","VERIFIED - income","home_improvement","482xx","MI"
"C900003484","8000","8000","36 months","7.66%","249.44","A","A5","Wheaton College","< 1 year","RENT","45000","VERIFIED - income source","other","112xx","NY"
"C900001021","5000","5000","36 months","21.36%","189.31","F","F4","","n/a","MORTGAGE","35000","not verified","home_improvement","985xx","WA"
"C900001880","20000","20000","36 months","13.57%","679.37","C","C3","Derbyshire Machine and Tool Co","10+ years","MORTGAGE","98000","VERIFIED - income source","debt_consolidation","189xx","PA"
"C900008772","16000","16000","60 months","12.61%","360.87","C","C2","Ecolab","2 years","MORTGAGE","84000","not verified","debt_consolidation","018xx","MA"
"C900002550","15000","15000","60 months","13.49%","345.08","C","C2","Marriott by courtyard","10+ years","RENT","49000","VERIFIED - income","other","113xx","NY"
"C900005115","3800","3800","36 months","6.39%","116.28","A","A1","Cytec industries Inc","10+ years","MORTGAGE","146000","not verified","credit_card","060xx","CT"
"C900003080","8000","8000","36 months","11.71%","264.61","B","B3","Bubba Gump Shrimp Co","5 years","MORTGAGE","62004","not verified","debt_consolidation","321xx","FL"
"C900000536","16000","16000","36 months","13.85%","545.67","C","C4","FirstEnergy","10+ years","MORTGAGE","54000","not verified","debt_consolidation","440xx","OH"
"C900000497","8000","8000","36 months","9.32%","255.58","A","A4","","< 1 year","RENT","30000","not verified","debt_consolidation","453xx","OH"
"C900009455","3500","3500","36 months","10.00%","112.94","B","B2","Swarovski","< 1 year","RENT","63504","VERIFIED - income source","other","109xx","NY"
"C900003813","24000","24000","60 months","12.69%","542.28","B","B5","Legacy Health System","3 years","MORTGAGE","85000","VERIFIED - income","credit_card","986xx","WA"
"C900009270","10000","10000","36 months","12.84%","336.18","C","C2","VERONIS SUHLER STEVENSON","5 years","RENT","103000","VERIFIED - income source","credit_card","112xx","NY"
"C900000200","10000","10000","36 months","11.12%","327.96","B","B3","The Biltmore Hotel","10+ years","MORTGAGE","147500","VERIFIED - income source","debt_consolidation","331xx","FL"
"C900002681","10000","10000","36 months","16.95%","356.27","E","E5","Condor Transport","1 year","RENT","51000","VERIFIED - income","small_business","441xx","OH"
"C900001909","12500","12500","60 months","16.89%","309.92","D","D4","Westlake Woods Assisted Living","7 years","MORTGAGE","25000","VERIFIED - income","debt_consolidation","164xx","PA"
"C900008117","15000","15000","60 months","15.58%","361.44","D","D3","Nordstrom","2 years","RENT","63000","not verified","debt_consolidation","926xx","CA"
"C900005806","15600","15600","36 months","6.17%","475.79","A","A3","CHR Solutions, Inc.","< 1 year","MORTGAGE","110000","VERIFIED - income source","credit_card","774xx","TX"
"C900009744","35000","35000","36 months","8.90%","1111.37","A","A5","Geosyntec Consultants","10+ years","RENT","80000","VERIFIED - income","house","300xx","GA"
"C900003591","4600","4600","36 months","6.39%","140.76","A","A1","California Department of Justice","3 years","MORTGAGE","120000","not verified","car","945xx","CA"
"C900004250","25000","25000","60 months","18.30%","638.93","F","F1","Duda Farm Fresh Foods","6 years","RENT","160000","VERIFIED - income source","debt_consolidation","939xx","CA"
"C900005044","12000","12000","60 months","18.79%","309.91","E","E3","City Of Ocoee PD","10+ years","MORTGAGE","68148","not verified","other","347xx","FL"
"C900003510","3200","3200","36 months","10.99%","104.75","B","B3","Hewlett Packard","2 years","RENT","51000","not verified","debt_consolidation","770xx","TX"
"C900002130","10000","10000","36 months","11.71%","330.76","B","B3","Allegra Fort Worth North","< 1 year","RENT","33200","VERIFIED - income source","debt_consolidation","760xx","TX"
"C900008361","8000","8000","36 months","7.14%","247.53","A","A3","Lending Club","< 1 year","RENT","45000","VERIFIED - income","debt_consolidation","951xx","CA"
"C900003902","1200","1200","36 months","10.36%","38.93","B","B5","Walmart","3 years","RENT","15000","VERIFIED - income","debt_consolidation","301xx","GA"
"C900001950","10000","10000","36 months","14.11%","342.29","D","D1","LAKESIDE SYSTEM INC","4 years","RENT","30000","not verified","debt_consolidation","913xx","CA"
"C900008636","16000","16000","60 months","15.99%","389.01","D","D2","Duke Energy Corp","10+ years","MORTGAGE","38000","not verified","debt_consolidation","281xx","NC"
"C900001387","20000","20000","36 months","11.49%","659.43","B","B4","Bang Salon Inc.","10+ years","MORTGAGE","70000","VERIFIED - income","other","802xx","CO"
"C900005188","23975","23975","36 months","17.93%","865.92","E","E5","Wellsfargo Home Mortgage","3 years","MORTGAGE","150000","not verified","debt_consolidation","305xx","GA"
"C900003999","8000","8000","36 months","14.65%","275.96","C","C3","OHIO TURNPIKE COMMISSON","2 years","MORTGAGE","45000","VERIFIED - income","home_improvement","434xx","OH"
"C900002796","6000","6000","60 months","13.06%","136.71","C","C2","Arcata Assoc.","< 1 year","MORTGAGE","45100","not verified","debt_consolidation","344xx","FL"
"C900006940","14400","14400","36 months","10.37%","467.16","B","B3","Kiewit","9 years","RENT","81380","VERIFIED - income","debt_consolidation","662xx","KS"
"C900008519","12000","12000","60 months","17.27%","299.98","D","D3","chelsea senior living","3 years","RENT","70000","VERIFIED - income source","debt_consolidation","191xx","PA"
"C900007718","6325","6325","60 months","7.29%","126.11","A","A4","St. Mary's Hospital","7 years","MORTGAGE","60000","VERIFIED - income","debt_consolidation","815xx","CO"
"C900006604","9500","9500","36 months","9.88%","306","B","B1","fritz plumbing","5 years","RENT","50000","not verified","car","750xx","TX"
"C900003810","6000","6000","36 months","8.90%","190.52","A","A5","Wells Fargo","3 years","RENT","41000","VERIFIED - income source","credit_card","762xx","TX"
"C900007092","25000","25000","60 months","18.25%","638.25","D","D5","Sacred Journey Hospice","1 year","MORTGAGE","101000","VERIFIED - income source","debt_consolidation","302xx","GA"
"C900006488","11650","11650","36 months","13.47%","395.2","C","C4","Ogilvy","1 year","RENT","57996","not verified","debt_consolidation","077xx","NJ"
"C900007115","25000","25000","36 months","11.48%","824.22","B","B2","ConAgra","10+ years","MORTGAGE","1e+05","VERIFIED - income","home_improvement","945xx","CA"
"C900003731","21250","21250","60 months","15.58%","512.03","D","D3","Pita Jungle","10+ years","MORTGAGE","65000","VERIFIED - income","credit_card","852xx","AZ"
"C900000625","3800","3800","36 months","8.59%","120.12","A","A4","Redbird Boats","< 1 year","RENT","25000","not verified","credit_card","448xx","OH"
"C900001234","10000","10000","36 months","12.61%","335.07","C","C2","Highland Al-Hujaz Company","< 1 year","MORTGAGE","132000","not verified","debt_consolidation","801xx","CO"
"C900007262","4000","4000","36 months","10.74%","130.47","B","B4","Trustees of Boston University","< 1 year","RENT","31000","VERIFIED - income source","wedding","021xx","MA"
"C900008782","18000","18000","36 months","9.99%","580.73","B","B1","BNSF Railway Co","5 years","OWN","86000","VERIFIED - income","debt_consolidation","761xx","TX"
"C900007994","12000","12000","60 months","16.32%","293.87","E","E2","Corpus Christi Army Depot/ US DoD","2 years","RENT","63000","not verified","debt_consolidation","784xx","TX"
"C900009200","35000","35000","60 months","13.49%","805.17","C","C1","","8 years","OWN","90000","VERIFIED - income","debt_consolidation","068xx","CT"
"C900009904","4300","4300","36 months","10.91%","140.6","C","C3","Bank of America","1 year","RENT","36000","not verified","debt_consolidation","027xx","MA"
"C900002126","10000","10000","36 months","14.35%","343.48","C","C4","Nalco","9 years","MORTGAGE","87996","VERIFIED - income","debt_consolidation","605xx","IL"
"C900000992","6000","6000","36 months","13.16%","202.63","C","C3","St. Lucie County School Board","1 year","RENT","36000","not verified","debt_consolidation","349xx","FL"
"C900004017","10000","10000","36 months","13.61%","339.89","C","C2","Honeywell","< 1 year","MORTGAGE","56004","VERIFIED - income","debt_consolidation","494xx","MI"
"C900001690","2500","2500","36 months","8.49%","78.91","A","A5","DXP","2 years","RENT","36000","VERIFIED - income source","home_improvement","902xx","CA"
"C900009570","13000","13000","36 months","9.91%","418.93","B","B1","Seminole High School","1 year","RENT","37000","VERIFIED - income source","debt_consolidation","337xx","FL"
"C900005041","5000","5000","36 months","7.66%","155.9","A","A5","CA Technologies","6 years","MORTGAGE","81510","VERIFIED - income source","other","786xx","TX"
"C900005570","13000","13000","36 months","8.88%","412.68","B","B1","Wachovia Bank","2 years","OWN","24996","not verified","debt_consolidation","077xx","NJ"
"C900007682","9600","9600","60 months","13.61%","221.44","C","C2","San Antonio Independent School District","7 years","MORTGAGE","120000","VERIFIED - income source","debt_consolidation","782xx","TX"
"C900007042","7200","7200","36 months","7.90%","225.29","A","A4","Societe Generale Investment bank","10+ years","RENT","149000","VERIFIED - income source","debt_consolidation","108xx","NY"
"C900009288","25000","25000","60 months","16.02%","608.22","D","D5","Bank of America","10+ years","MORTGAGE","60000","VERIFIED - income","small_business","018xx","MA"
"C900006193","12000","12000","60 months","17.49%","301.41","D","D5","steck schulte supply","5 years","MORTGAGE","50000","VERIFIED - income source","credit_card","480xx","MI"
"C900005703","10000","10000","60 months","14.46%","235.08","D","D2","Denver Health","7 years","MORTGAGE","36000","not verified","debt_consolidation","802xx","CO"
"C900005361","15000","11300","36 months","12.22%","376.52","C","C4","Delta Air Lines","5 years","MORTGAGE","57000","VERIFIED - income","major_purchase","302xx","GA"
"C900006986","10500","10500","36 months","16.00%","369.16","D","D5","Fross & Fross Financial,  LLC","2 years","MORTGAGE","93996","not verified","debt_consolidation","344xx","FL"
"C900000268","2000","2000","60 months","10.99%","43.48","B","B3","Post-Newsweek Stations","3 years","RENT","16000","not verified","other","322xx","FL"
"C900003118","5500","5500","36 months","7.51%","171.11","A","A4","Data Transfer Solutions, LLC","6 years","MORTGAGE","56000","VERIFIED - income source","debt_consolidation","328xx","FL"
"C900005756","24000","24000","36 months","7.51%","746.66","A","A3","MSA Architects","2 years","MORTGAGE","52800","VERIFIED - income","debt_consolidation","452xx","OH"
"C900008987","5000","5000","36 months","11.58%","165.07","B","B3","Vascular Imaging of Arizona","2 years","RENT","85000","not verified","debt_consolidation","850xx","AZ"
"C900003145","19000","19000","36 months","13.49%","644.68","C","C2","Mills College","10+ years","MORTGAGE","115000","VERIFIED - income","debt_consolidation","946xx","CA"
"C900009019","10000","10000","36 months","12.61%","335.07","C","C2","CH Wright Distributing Corp","6 years","MORTGAGE","60000","not verified","home_improvement","140xx","NY"
"C900003562","22725","22725","36 months","15.76%","796.26","F","F1","JSA","7 years","MORTGAGE","70000","not verified","small_business","184xx","PA"
"C900006063","5000","5000","36 months","15.28%","174.02","D","D3","the howard elliott collection","5 years","RENT","41004","not verified","other","601xx","IL"
"C900006498","17000","17000","60 months","11.99%","378.07","B","B5","Advanced Entertainment Technology","10+ years","MORTGAGE","58000","VERIFIED - income","credit_card","917xx","CA"
"C900009948","6000","6000","36 months","11.83%","198.81","B","B3","sause bros.","1 year","RENT","22500","not verified","other","980xx","WA"
"C900009457","13800","13800","36 months","11.48%","454.97","B","B2","the home depot","10+ years","OWN","43200","VERIFIED - income","debt_consolidation","075xx","NJ"
"C900003758","15000","15000","60 months","10.36%","321.37","B","B5","u.s.p.s","10+ years","MORTGAGE","70000","VERIFIED - income","credit_card","441xx","OH"
"C900002617","15500","15500","36 months","9.25%","494.71","B","B2","Quality Professionals International","2 years","MORTGAGE","168000","VERIFIED - income","home_improvement","282xx","NC"
"C900008885","3900","3900","36 months","11.99%","129.52","B","B5","Colorado Fondue Company","4 years","RENT","30000","VERIFIED - income source","credit_card","606xx","IL"
"C900002505","8400","8400","36 months","13.75%","286.08","E","E2","Best Buy","1 year","RENT","34000","not verified","debt_consolidation","801xx","CO"
"C900005326","2800","2800","36 months","12.29%","93.39","C","C5","U.S. Army","1 year","RENT","26500","not verified","wedding","917xx","CA"
"C900005228","24000","24000","36 months","5.99%","730.02","A","A2","","n/a","MORTGAGE","70000","VERIFIED - income","house","700xx","LA"
"C900002785","20000","20000","36 months","12.73%","671.33","C","C1","PSS World Medical, Inc.","6 years","RENT","132000","VERIFIED - income","credit_card","333xx","FL"
"C900002674","14000","14000","60 months","21.67%","384.05","F","F3","Quality King","7 years","RENT","42000","VERIFIED - income","small_business","117xx","NY"
"C900006764","16000","16000","36 months","13.49%","542.89","C","C1","CCL Label","1 year","MORTGAGE","68000","not verified","debt_consolidation","080xx","NJ"
"C900004076","25000","9500","36 months","10.08%","306.9","B","B3","Self-Employed","1 year","MORTGAGE","95000","not verified","other","370xx","TN"
"C900002297","7000","7000","36 months","6.62%","214.93","A","A2","Jacksonville Fire and Rescue Dept","4 years","OWN","45000","not verified","debt_consolidation","322xx","FL"
"C900003296","3400","3400","36 months","13.16%","114.82","C","C3","USAF","4 years","OWN","31776","not verified","other","060xx","CT"
"C900004396","20000","20000","60 months","10.99%","434.75","B","B3","Breen Color Concentrates","10+ years","MORTGAGE","110000","VERIFIED - income","debt_consolidation","085xx","NJ"
"C900004057","10000","10000","36 months","18.25%","362.78","D","D5","Bank of America","< 1 year","RENT","85000","VERIFIED - income source","debt_consolidation","282xx","NC"
"C900001878","22800","22800","60 months","15.28%","545.77","D","D3","Connor Group","< 1 year","RENT","67500","VERIFIED - income","debt_consolidation","454xx","OH"
"C900007929","1500","1500","36 months","8.49%","47.35","A","A5","","n/a","MORTGAGE","35376","not verified","other","857xx","AZ"
"C900009068","10000","10000","60 months","12.68%","225.9","C","C1","State Street","4 years","RENT","55000","VERIFIED - income source","debt_consolidation","021xx","MA"
"C900002830","5000","5000","36 months","10.00%","161.34","B","B2","Saint Louis University","< 1 year","RENT","26400","not verified","debt_consolidation","631xx","MO"
"C900009267","8000","8000","36 months","11.11%","262.33","B","B5","Jc Melrose CC","< 1 year","RENT","27000","VERIFIED - income source","debt_consolidation","190xx","PA"
"C900006889","20000","20000","60 months","14.65%","472.14","C","C3","","10+ years","MORTGAGE","50000","VERIFIED - income","small_business","330xx","FL"
"C900009347","12000","12000","36 months","11.58%","396.17","B","B3","PricewaterhouseCoopers","1 year","RENT","50500","VERIFIED - income","debt_consolidation","852xx","AZ"
"C900009976","5600","5600","36 months","7.91%","175.26","A","A4","Elementum Inc","6 years","RENT","38000","not verified","major_purchase","922xx","CA"
"C900003652","11000","11000","36 months","13.11%","371.2","C","C2","Johnson and Johnson","4 years","MORTGAGE","104000","not verified","debt_consolidation","982xx","WA"
"C900001634","5500","5500","60 months","18.67%","141.68","F","F2","aspen","2 years","RENT","21000","VERIFIED - income source","debt_consolidation","137xx","NY"
"C900008255","21000","21000","60 months","11.49%","461.74","B","B4","san diego theatres","10+ years","MORTGAGE","85000","VERIFIED - income","major_purchase","919xx","CA"
"C900007930","10000","10000","36 months","11.11%","327.91","B","B5","Hillsborough Community College","< 1 year","RENT","36000","VERIFIED - income source","house","327xx","FL"
"C900008759","30000","30000","60 months","12.42%","673.72","B","B4","Riverchase Animal Hospital","10+ years","RENT","50400","VERIFIED - income","debt_consolidation","750xx","TX"
"C900007041","24000","24000","60 months","12.69%","542.28","B","B5","Aero Specialties Mfg. Corp","10+ years","MORTGAGE","85000","VERIFIED - income","debt_consolidation","117xx","NY"
"C900004448","1500","1500","36 months","6.91%","46.26","A","A5","Grand Rapids Building Service","2 years","RENT","16200","not verified","debt_consolidation","481xx","MI"
"C900001561","6425","6425","36 months","9.63%","206.21","B","B1","AZ Corp.","6 years","MORTGAGE","33168","VERIFIED - income source","debt_consolidation","063xx","CT"
"C900003178","3675","3675","36 months","10.65%","119.71","B","B2","CareCore National, Inc.","< 1 year","MORTGAGE","45000","not verified","credit_card","281xx","NC"
"C900006730","9000","9000","36 months","16.77%","319.85","D","D2","Merrill Gardens","5 years","RENT","32000","VERIFIED - income","other","945xx","CA"
"C900008538","10000","10000","60 months","14.17%","233.57","C","C5","Troup County Schools LCMS","7 years","MORTGAGE","93600","VERIFIED - income source","home_improvement","302xx","GA"
"C900009260","2400","2400","36 months","13.16%","81.05","C","C3","indigo delivery services","10+ years","RENT","72000","not verified","credit_card","070xx","NJ"
"C900005522","15000","15000","60 months","18.30%","383.36","F","F1","State Department","< 1 year","RENT","87050","VERIFIED - income","moving","200xx","DC"
"C900008337","12000","12000","60 months","14.83%","284.41","D","D3","Local Union #3  Welsbac Electric","10+ years","MORTGAGE","84000","not verified","home_improvement","088xx","NJ"
"C900004428","4100","4100","36 months","10.59%","133.44","B","B2","new york state department of corections","10+ years","RENT","57000","not verified","medical","125xx","NY"
"C900003773","6000","6000","60 months","16.89%","148.77","D","D4","Web Creations & Consulting, LLC","4 years","RENT","18000","VERIFIED - income source","car","674xx","KS"
"C900006955","2400","2400","60 months","7.29%","47.86","A","A4","IBM","10+ years","MORTGAGE","85000","not verified","small_business","774xx","TX"
"C900001316","8000","8000","36 months","7.51%","248.89","A","A3","t-mobile","< 1 year","RENT","36000","VERIFIED - income source","debt_consolidation","296xx","SC"
"C900008768","12000","12000","36 months","7.49%","373.22","A","A4","Department of Justice","2 years","RENT","66000","not verified","debt_consolidation","223xx","VA"
"C900001571","24000","16625","60 months","17.43%","417.03","E","E5","JPmorgan","5 years","RENT","140000","VERIFIED - income","major_purchase","100xx","NY"
"C900001715","15000","15000","36 months","17.58%","539.13","F","F2","United Local Credit Union","2 years","RENT","42500","VERIFIED - income","debt_consolidation","937xx","CA"
"C900007254","8000","8000","36 months","7.66%","249.44","A","A5","Sam Ash","< 1 year","RENT","19200","VERIFIED - income source","major_purchase","067xx","CT"
"C900000037","7500","7500","36 months","11.41%","247","C","C3","Intelligent Decisions Inc.","3 years","RENT","72000","not verified","credit_card","208xx","MD"
"C900007889","24000","24000","36 months","11.83%","795.22","B","B3","","< 1 year","OWN","150000","VERIFIED - income","debt_consolidation","024xx","MA"
"C900006629","7000","7000","36 months","11.71%","231.54","B","B3","Rewatchable, Inc.","2 years","MORTGAGE","90000","not verified","debt_consolidation","019xx","MA"
"C900000032","3600","3600","36 months","16.29%","127.09","D","D1","LEDIC Management Group","6 years","RENT","45000","VERIFIED - income source","major_purchase","300xx","GA"
"C900005873","16000","16000","36 months","16.07%","563.11","D","D5","Department of Corections","10+ years","MORTGAGE","95904","not verified","debt_consolidation","028xx","RI"
"C900002444","9000","9000","36 months","12.84%","302.57","C","C2","BASF Chemical Company","2 years","RENT","77496","VERIFIED - income","major_purchase","708xx","LA"
"C900009520","11700","11700","36 months","8.59%","369.84","A","A4","Fifth Third Bank","7 years","MORTGAGE","85000","not verified","credit_card","452xx","OH"
"C900001433","15000","15000","36 months","9.63%","481.42","A","A5","bioLINIA","3 years","RENT","120000","VERIFIED - income","home_improvement","902xx","CA"
"C900006166","12000","12000","36 months","11.11%","393.5","B","B5","General Electric","10+ years","MORTGAGE","84000","not verified","other","019xx","MA"
"C900000911","5400","5400","36 months","10.59%","175.75","B","B2","coastal tec","10+ years","RENT","35000","not verified","car","294xx","SC"
"C900007061","5400","5400","36 months","12.23%","179.96","C","C1","Beaverton School District","< 1 year","RENT","21600","VERIFIED - income","debt_consolidation","970xx","OR"
"C900005480","8000","8000","36 months","11.12%","262.37","B","B3","","3 years","RENT","62000","VERIFIED - income","small_business","921xx","CA"
"C900001061","4500","4500","36 months","8.49%","142.04","A","A5","Bender Helper Impact","5 years","RENT","60000","not verified","major_purchase","111xx","NY"
"C900009558","26400","17250","60 months","10.59%","371.54","B","B2","GM Financial","4 years","MORTGAGE","125000","VERIFIED - income","debt_consolidation","750xx","TX"
"C900009675","11500","11500","36 months","7.49%","357.67","A","A4","Dell Financial Services LLC","8 years","MORTGAGE","65000","VERIFIED - income","debt_consolidation","786xx","TX"
"C900007603","6000","6000","60 months","16.40%","147.19","E","E1","accenture","5 years","MORTGAGE","63996","VERIFIED - income","debt_consolidation","207xx","MD"
"C900005898","3625","3625","36 months","8.49%","114.42","A","A5","cassadaga valley school","10+ years","OWN","19000","not verified","debt_consolidation","147xx","NY"
"C900007956","7000","7000","36 months","8.88%","222.21","B","B1","popchips","2 years","RENT","90000","VERIFIED - income source","moving","941xx","CA"
"C900008829","3000","3000","36 months","13.23%","101.42","C","C1","Yorba Regional Animal Hospital","4 years","RENT","18000","VERIFIED - income source","wedding","928xx","CA"
"C900000782","22325","14350","60 months","16.49%","352.72","D","D3","Niagara Bottling Co.","3 years","MORTGAGE","38496","VERIFIED - income","debt_consolidation","347xx","FL"
"C900001682","12000","12000","60 months","17.56%","301.86","E","E4","Elmwood Fitness Center","3 years","MORTGAGE","70000","not verified","credit_card","700xx","LA"
"C900005727","3600","3600","36 months","14.59%","124.08","D","D1","JCPenney Corp","1 year","OWN","12996","VERIFIED - income","major_purchase","339xx","FL"
"C900005551","14000","14000","36 months","14.84%","484.22","D","D1","NYC Department of Environmental Protection","4 years","RENT","60000","VERIFIED - income source","debt_consolidation","104xx","NY"
"C900001182","11200","11050","36 months","10.36%","358.43","B","B5","Frontier Communications","8 years","RENT","72000","not verified","debt_consolidation","946xx","CA"
